,DEPARTAMENTO,nombre,latitud,longitud,altitud,ThermalLevelValue
3265,Bolívar,CALAMAR [29037020],10.25386111,-74.91169444,8,"Cálido, T>=24°C, <=800meter"
265,Norte de Santander,AEROPUERTO CAMILO DAZA [16015010],7.93027778,-72.50916667,250,"Cálido, T>=24°C, <=800meter"
2266,Bogotá,OBS MET NACIONAL [21205230],4.63333333,-74.1,2556,"Frío, 18°C>T>12°C, <=2800meter"
94,Valle del Cauca,BUENAVENTURA IDEAM  - AUT [53119010],3.890175,-77.06190833,40,"Cálido, T>=24°C, <=800meter"
257,Cauca,AEROPUERTO G L VALENCIA [26035030],2.45288889,-76.60875,1752,"Templado, 24°C>T>18°C, <=1800meter"
1573,Cundinamarca,ISLA DEL SANTUARIO [24015120],5.46727778,-73.73480556,2580,"Frío, 18°C>T>12°C, <=2800meter"
4099,Nariño,PASANTO [5204011],1.21666667,-77.26666667,2528,"Frío, 18°C>T>12°C, <=2800meter"
4123,Chocó,VUELTA LA [11010010],5.45894444,-76.54472222,98,"Cálido, T>=24°C, <=800meter"
4054,Córdoba,AEROPUERTO BERASTEGUI [13075040],8.88333333,-75.66666667,40,"Cálido, T>=24°C, <=800meter"
2382,Boyacá,SURBATA BONZA [24035120],5.80244444,-73.07447222,2485,"Frío, 18°C>T>12°C, <=2800meter"
2871,Antioquia,DABEIBA [11110060],7.0,-76.26666667,540,"Cálido, T>=24°C, <=800meter"
101,RIsaralda,CARTAGO [26127040],4.75761111,-75.89925,937,"Templado, 24°C>T>18°C, <=1800meter"
2417,Tolima,PASO EL [21215050],4.5,-75.56666667,3264,"Muy Frío, 12°C>T>6°C, <=3700meter"
1345,Valle del Cauca,MATEGUADUA [26107130],4.01522222,-76.15797222,157,"Cálido, T>=24°C, <=800meter"
1745,Cauca,BOCAT RIO PALO [26047020],3.06197222,-76.34877778,19,"Cálido, T>=24°C, <=800meter"
462,Bolívar,GALERAZAMBA  - AUT [14015010],10.79416667,-75.26055556,20,"Cálido, T>=24°C, <=800meter"
292,Valle del Cauca,AEROPUERTO BUENAVENTUR [53115010],3.82011111,-76.99238889,28,"Cálido, T>=24°C, <=800meter"
2972,Antioquia,VILLA ARTEAGA [12010150],7.45,-76.61666667,150,"Cálido, T>=24°C, <=800meter"
1463,Valle del Cauca,POTRERITO [26057030],3.24319444,-76.59241667,125,"Cálido, T>=24°C, <=800meter"
4452,Valle del Cauca,INMACULADA LA [26110150],4.79,-75.99,960,"Templado, 24°C>T>18°C, <=1800meter"
2243,Valle del Cauca,VIJES [26080070],3.69852778,-76.42972222,974,"Templado, 24°C>T>18°C, <=1800meter"
1983,Valle del Cauca,BOCATOMA [26117010],4.35,-76.2,10,"Cálido, T>=24°C, <=800meter"
1477,Cauca,MIRANDA 1 [26040040],3.26666667,-76.26666667,160,"Cálido, T>=24°C, <=800meter"
2089,Valle del Cauca,SAN ANTONIO [26050050],3.23333333,-76.66666667,1600,"Templado, 24°C>T>18°C, <=1800meter"
1918,Cauca,TIMBA [26057040],3.11711111,-76.62402778,124,"Cálido, T>=24°C, <=800meter"
3964,Cauca,SALVAJINA LA [26027050],2.95,-76.7,170,"Cálido, T>=24°C, <=800meter"
118,RIsaralda,LA VIRGINIA - AUT [26177030],4.8925,-75.88269444,922,"Templado, 24°C>T>18°C, <=1800meter"
2229,Cauca,COCONUCO [26010020],2.34336111,-76.4955,2419,"Frío, 18°C>T>12°C, <=2800meter"
1316,Cauca,SILVIA PTA ELECTRI [26020020],2.62466667,-76.34913889,2446,"Frío, 18°C>T>12°C, <=2800meter"
1323,Cauca,PIENDAMO [26020030],2.64269444,-76.53611111,1872,"Frío, 18°C>T>12°C, <=2800meter"
4113,Chocó,AEROPUERTO EL CARANO [11045010],5.69055556,-76.64377778,75,"Cálido, T>=24°C, <=800meter"
2878,Bolívar,ESCUELA NAVAL CIOH [14015030],10.44722222,-75.51611111,1,"Cálido, T>=24°C, <=800meter"
260,RIsaralda,AEROPUERTO MATECANA [26135040],4.81586111,-75.73722222,1199,"Templado, 24°C>T>18°C, <=1800meter"
4103,Vaupes,AEROPUERTO MITU [42065010],1.26666667,-70.23333333,207,"Cálido, T>=24°C, <=800meter"
255,Nariño,AEROPUERTO LA FLORIDA [51035010],1.8,-78.76666667,3,"Cálido, T>=24°C, <=800meter"
1446,Valle del Cauca,AEROPUERTO FARFAN [26105160],4.09008333,-76.22358333,980,"Templado, 24°C>T>18°C, <=1800meter"
3961,Boyacá,RAQUIRA [24010040],5.53877778,-73.63136111,2290,"Frío, 18°C>T>12°C, <=2800meter"
3532,Bolívar,CARTAGENA [14019010],10.38720833,-75.52989722,0,"Cálido, T>=24°C, <=800meter"
1091,Caldas,AEROPUERTO SANTAGUEDA [26155120],5.08333333,-75.68333333,933,"Templado, 24°C>T>18°C, <=1800meter"
3115,Arauca,AEROPUERTO SANTIAGO PÉREZ [37055010],7.06944444,-70.73805556,128,"Cálido, T>=24°C, <=800meter"
842,Antioquia,TULIO OSPINA [27015090],6.31969444,-75.55325,1453,"Templado, 24°C>T>18°C, <=1800meter"
2124,Cundinamarca,PANTANO REDONDO 1 [21201060],5.04325,-74.03338889,3160,"Muy Frío, 12°C>T>6°C, <=3700meter"
1529,Tolima,DOS AGUAS LAS [21170020],4.25827778,-74.78361111,3394,"Muy Frío, 12°C>T>6°C, <=3700meter"
1531,Tolima,AEROPUERTO SANTIAGO VILA [21185040],4.27544444,-74.798,305,"Cálido, T>=24°C, <=800meter"
1528,Cundinamarca,MONTERREDONDO [35020010],4.25444444,-73.82333333,1300,"Templado, 24°C>T>18°C, <=1800meter"
10,Nariño,TUMACO - AUT [51039010],1.81930556,-78.73027778,0,"Cálido, T>=24°C, <=800meter"
2033,RIsaralda,VIRGINIA LA [26140330],4.9,-75.88333333,950,"Templado, 24°C>T>18°C, <=1800meter"
2053,Cauca,SUAREZ [26050060],2.95455556,-76.69611111,195,"Cálido, T>=24°C, <=800meter"
3184,Norte de Santander,RISARALDA [16025020],8.23333333,-72.53333333,90,"Cálido, T>=24°C, <=800meter"
2137,Cauca,ROSAS [52010040],2.26238889,-76.73775,1750,"Templado, 24°C>T>18°C, <=1800meter"
3839,Magdalena,AEROPUERTO LAS FLORES [25025090],9.04633333,-73.97083333,34,"Cálido, T>=24°C, <=800meter"
395,Cundinamarca,COLORADOS  - AUT [23067020],5.4695,-74.59338889,309,"Cálido, T>=24°C, <=800meter"
3984,Cauca,BODEGA CEDELCA [26020050],2.48333333,-76.58333333,220,"Cálido, T>=24°C, <=800meter"
665,Magdalena,AEROPUERTO SIMON BOLIVAR [15015050],11.12833333,-74.22888889,4,"Cálido, T>=24°C, <=800meter"
99,Valle del Cauca,EL ALAMBRADO [26127010],4.41025,-75.87538889,151,"Cálido, T>=24°C, <=800meter"
445,Norte de Santander,DONJUANA LA 1 [16010080],7.7,-72.6,770,"Cálido, T>=24°C, <=800meter"
1126,Cauca,TAMBO [26030050],2.45597222,-76.81111111,1742,"Templado, 24°C>T>18°C, <=1800meter"
3603,Nariño,OBONUCO [52045010],1.19822222,-77.30308333,2710,"Frío, 18°C>T>12°C, <=2800meter"
1717,Valle del Cauca,CABUYAL [26060020],3.32022222,-76.34661111,13,"Cálido, T>=24°C, <=800meter"
1718,Valle del Cauca,FLORIDA [26070760],3.32777778,-76.23913889,159,"Cálido, T>=24°C, <=800meter"
3944,Valle del Cauca,PENON EL [26070090],3.31666667,-76.23333333,1200,"Templado, 24°C>T>18°C, <=1800meter"
653,Córdoba,PALMA CENTRAL [13077030],9.19561111,-75.81819444,6,"Cálido, T>=24°C, <=800meter"
1845,Cauca,PUENTE CARRETERA [26027030],2.86666667,-76.53333333,1305,"Templado, 24°C>T>18°C, <=1800meter"
912,Santander,CUCHARO EL [24025020],6.53222222,-73.19916667,975,"Templado, 24°C>T>18°C, <=1800meter"
1344,Tolima,GUAMO [21185030],4.00883333,-74.98138889,332,"Cálido, T>=24°C, <=800meter"
2628,Bolívar,AEROPUERTO BARACOA [25025100],9.28194444,-74.84527778,18,"Cálido, T>=24°C, <=800meter"
725,Boyacá,COMODA LA [24010110],6.07694444,-73.46916667,1520,"Templado, 24°C>T>18°C, <=1800meter"
1266,Cundinamarca,TIBAITATA [21205420],4.69141667,-74.209,2543,"Frío, 18°C>T>12°C, <=2800meter"
4294,Cundinamarca,TIBAITATA [21205420],4.69,-74.21,2543,"Frío, 18°C>T>12°C, <=2800meter"
3845,Cundinamarca,EL PROFUNDO - AUT [21197010],4.01169444,-74.50444444,1860,"Frío, 18°C>T>12°C, <=2800meter"
3599,Córdoba,CERETE [13070380],8.88508333,-75.79741667,20,"Cálido, T>=24°C, <=800meter"
834,Santander,CHARALA [24020030],6.27416667,-73.15055556,1350,"Templado, 24°C>T>18°C, <=1800meter"
743,Santander,ENCINO [24020040],6.13833333,-73.09805556,1814,"Frío, 18°C>T>12°C, <=2800meter"
2454,Cundinamarca,GUANQUICA,5.18427778,-73.94111111,3,"Cálido, T>=24°C, <=800meter"
3322,Santander,SAN GIL [24027010],6.54666667,-73.12805556,1113,"Templado, 24°C>T>18°C, <=1800meter"
3202,Norte de Santander,LABATECA [37010010],7.29805556,-72.50055556,1560,"Templado, 24°C>T>18°C, <=1800meter"
1867,Boyacá,SANTA MARIA [35077040],4.86666667,-73.26666667,850,"Templado, 24°C>T>18°C, <=1800meter"
423,Boyacá,EL PALO - AUT [24037030],5.68172222,-73.23113889,2600,"Frío, 18°C>T>12°C, <=2800meter"
3263,Antioquia,SONSON [26187030],5.69519444,-75.31377778,580,"Cálido, T>=24°C, <=800meter"
1900,Cundinamarca,PLAYA LA [21190080],4.18333333,-74.5,675,"Cálido, T>=24°C, <=800meter"
499,La Guajira,FONSECA [15060190],10.9,-72.83333333,180,"Cálido, T>=24°C, <=800meter"
889,Boyacá,GUICAN [24037040],6.45397222,-72.40305556,2827,"Muy Frío, 12°C>T>6°C, <=3700meter"
1945,Tolima,SIERRA LA [21250070],4.80011111,-74.93569444,472,"Cálido, T>=24°C, <=800meter"
2444,Boyacá,CHINAVITA [35070070],5.16486111,-73.36425,1900,"Frío, 18°C>T>12°C, <=2800meter"
3297,Norte de Santander,CUCUTILLA [16020080],7.53416667,-72.77277778,1280,"Templado, 24°C>T>18°C, <=1800meter"
3990,Putumayo,BALSAYACO-LA MARIA [47017080],1.11666667,-76.96666667,265,"Cálido, T>=24°C, <=800meter"
2561,Nariño,CARLOSAMA [52057040],0.84416667,-77.68588889,2920,"Muy Frío, 12°C>T>6°C, <=3700meter"
3260,Cesar,MOTILONIA CODAZZI [28025070],10.00180556,-73.24938889,180,"Cálido, T>=24°C, <=800meter"
894,Santander,SOCORRO [24010780],6.43333333,-73.26666667,1240,"Templado, 24°C>T>18°C, <=1800meter"
3064,Córdoba,MONTERIA [13075060],8.75,-75.88333333,20,"Cálido, T>=24°C, <=800meter"
533,Norte de Santander,SALAZAR [16020390],7.78333333,-72.8,870,"Templado, 24°C>T>18°C, <=1800meter"
3664,Nariño,LA COCHA [47017020],0.98972222,-77.15722222,2850,"Muy Frío, 12°C>T>6°C, <=3700meter"
770,Santander,SAN ANDRES [24030270],6.83,-72.84416667,1702,"Templado, 24°C>T>18°C, <=1800meter"
4078,Nariño,RICAURTE [51027010],1.16666667,-77.96666667,1149,"Templado, 24°C>T>18°C, <=1800meter"
1391,Boyacá,VENTAQUEMADA [35070020],5.38305556,-73.60288889,2630,"Frío, 18°C>T>12°C, <=2800meter"
2170,Tolima,PUENTE CASABIANCA [21167010],3.76666667,-74.91666667,222,"Cálido, T>=24°C, <=800meter"
2355,Boyacá,UMBITA [35070050],5.21911111,-73.44455556,2300,"Frío, 18°C>T>12°C, <=2800meter"
2286,Boyacá,CEDROS LOS [35087040],5.01676389,-73.21679167,1218,"Templado, 24°C>T>18°C, <=1800meter"
1954,Tolima,BOCATOMA [21257020],4.8,-74.98333333,470,"Cálido, T>=24°C, <=800meter"
4179,Santander,UNIVERSIDAD INDUSTRIAL SANTANDER [23195040],7.14472222,-73.12222222,118,"Cálido, T>=24°C, <=800meter"
1574,Cundinamarca,AEROPUERTO PALANQUERO [23035020],5.47138889,-74.65472222,172,"Cálido, T>=24°C, <=800meter"
3715,Nariño,IMUES [52050090],1.05525,-77.49955556,2550,"Frío, 18°C>T>12°C, <=2800meter"
3717,Nariño,TANGUA [52050080],1.09416667,-77.39197222,2420,"Frío, 18°C>T>12°C, <=2800meter"
1827,Boyacá,SANTA MARIA [35070180],4.86077778,-73.25675,850,"Templado, 24°C>T>18°C, <=1800meter"
1985,Cundinamarca,ORO PODRIDO [35027020],4.35,-73.88333333,1345,"Templado, 24°C>T>18°C, <=1800meter"
1835,Boyacá,PESCA [24030120],5.52303306,-73.07684778,2678,"Frío, 18°C>T>12°C, <=2800meter"
1210,Boyacá,ZETAQUIRA [35080010],5.28297222,-73.16927778,1720,"Templado, 24°C>T>18°C, <=1800meter"
1400,Boyacá,RAMIRIQUI [35070010],5.39952778,-73.33297222,2360,"Frío, 18°C>T>12°C, <=2800meter"
1306,Boyacá,RONDON [35080040],5.35,-73.21666667,2160,"Frío, 18°C>T>12°C, <=2800meter"
2017,Boyacá,TOCA [24030130],5.56666667,-73.18333333,2740,"Frío, 18°C>T>12°C, <=2800meter"
376,Boyacá,MACANAL [35070120],4.96666667,-73.31666667,1710,"Templado, 24°C>T>18°C, <=1800meter"
1287,Boyacá,TURMEQUE [35070030],5.31775,-73.49636111,2400,"Frío, 18°C>T>12°C, <=2800meter"
4085,Putumayo,SIBUNDOY [47015030],1.18333333,-76.91666667,2100,"Frío, 18°C>T>12°C, <=2800meter"
989,Boyacá,TASCO [24030160],5.86035722,-72.78479139,2486,"Frío, 18°C>T>12°C, <=2800meter"
1053,Boyacá,SOCOTA [24030170],6.03333333,-72.63333333,2443,"Frío, 18°C>T>12°C, <=2800meter"
352,Boyacá,QUEBRADA HONDA [35070130],4.95025,-73.30797222,1200,"Templado, 24°C>T>18°C, <=1800meter"
1037,Boyacá,PAZ DE RIO [24030150],5.98333333,-72.75,2790,"Frío, 18°C>T>12°C, <=2800meter"
256,Nariño,AEROPUERTO ANTONIO NARINO [52045020],1.39408333,-77.29086111,1796,"Templado, 24°C>T>18°C, <=1800meter"
2945,Santander,PALMAS LAS [23197170],7.21666667,-73.23333333,331,"Cálido, T>=24°C, <=800meter"
830,Santander,OIBA-PUENTE VARGAS [24017520],6.25,-73.33333333,1400,"Templado, 24°C>T>18°C, <=1800meter"
1218,Boyacá,PAJARITO [35190050],5.30294444,-72.70194444,842,"Templado, 24°C>T>18°C, <=1800meter"
2363,Cundinamarca,CUCUNUBA,5.25,-73.77,3,"Cálido, T>=24°C, <=800meter"
1563,Tolima,LIBANO [21250500],4.92188889,-75.07586111,1649,"Templado, 24°C>T>18°C, <=1800meter"
669,Córdoba,LORICA [13080020],9.25,-75.83333333,80,"Cálido, T>=24°C, <=800meter"
2840,Magdalena,SANTA HELENA [28040160],9.76666667,-73.96666667,90,"Cálido, T>=24°C, <=800meter"
3205,Cesar,LUMAR HACIENDA [28040040],9.95,-73.38333333,80,"Cálido, T>=24°C, <=800meter"
1805,Cundinamarca,SIMIJACA [24010150],5.51130556,-73.86369444,2590,"Frío, 18°C>T>12°C, <=2800meter"
1393,Cundinamarca,GUACHETA [24010170],5.38588889,-73.69105556,2690,"Frío, 18°C>T>12°C, <=2800meter"
2493,Nariño,HIDROMAYO CAMP [52030060],1.66563889,-77.01497222,1820,"Frío, 18°C>T>12°C, <=2800meter"
2666,La Guajira,URIBIA [15075040],11.71666667,-72.26666667,18,"Cálido, T>=24°C, <=800meter"
2472,Cauca,SAJANDI [52010080],2.18711111,-77.04972222,750,"Cálido, T>=24°C, <=800meter"
3720,Nariño,TUQUERRES [52050070],1.1,-77.6,3104,"Muy Frío, 12°C>T>6°C, <=3700meter"
1874,Boyacá,VILLA DE LEIVA [24010160],5.63333333,-73.53333333,2200,"Frío, 18°C>T>12°C, <=2800meter"
3662,Nariño,CUMBAL [52050110],0.908,-77.78711111,392,"Cálido, T>=24°C, <=800meter"
3671,Nariño,SAMANIEGO [52050020],1.34144444,-77.59141667,1700,"Templado, 24°C>T>18°C, <=1800meter"
1997,Boyacá,RAQUIRA [24010180],5.53877778,-73.63136111,2290,"Frío, 18°C>T>12°C, <=2800meter"
267,"Archipiélago de San Andres, Providencia y Santa Catalina",AEROPUERTO SESQUICENTEN [17015010],12.54218333,-81.73096944,1,"Cálido, T>=24°C, <=800meter"
3672,Nariño,SAMANIEGO [52050030],1.34144444,-77.59141667,1700,"Templado, 24°C>T>18°C, <=1800meter"
3511,Cesar,CARACOLI 1 [28030010],10.06666667,-73.75,122,"Cálido, T>=24°C, <=800meter"
950,Santander,CURITI 1 [24020070],6.6,-73.06666667,1505,"Templado, 24°C>T>18°C, <=1800meter"
810,Boyacá,SUSACON [24030240],6.23175,-72.68933333,2550,"Frío, 18°C>T>12°C, <=2800meter"
979,Santander,MALAGA 1 [24030220],6.7,-72.73333333,2160,"Frío, 18°C>T>12°C, <=2800meter"
1644,Boyacá,MONGUI [24030190],5.72455556,-72.84786111,2970,"Muy Frío, 12°C>T>6°C, <=3700meter"
771,Santander,CERRITO [24030210],6.83611111,-72.69722222,2440,"Frío, 18°C>T>12°C, <=2800meter"
2814,Norte de Santander,SARDINATA [16030120],8.1,-72.8,320,"Cálido, T>=24°C, <=800meter"
884,Santander,SAN JOAQUIN [24030200],6.42641667,-72.87383333,20,"Cálido, T>=24°C, <=800meter"
1863,Boyacá,IZA [24030230],5.6155,-72.97627778,2470,"Frío, 18°C>T>12°C, <=2800meter"
3389,Norte de Santander,CHITAGA [37010020],7.13944444,-72.66472222,2410,"Frío, 18°C>T>12°C, <=2800meter"
1510,Tolima,CANAL PRINCIPAL [21257030],4.78333333,-74.88333333,470,"Cálido, T>=24°C, <=800meter"
2688,Cesar,REPOSO EL [28017050],10.52719444,-73.33636111,350,"Cálido, T>=24°C, <=800meter"
3098,Magdalena,FUNDACION [29060040],10.52436111,-74.18222222,40,"Cálido, T>=24°C, <=800meter"
731,Santander,SUAITA [24010760],6.099,-73.44138889,1660,"Templado, 24°C>T>18°C, <=1800meter"
210,La Guajira,CUESTECITAS - AUT [15067050],11.18033333,-72.55344444,76,"Cálido, T>=24°C, <=800meter"
622,Norte de Santander,GRAMALOTE [16020010],7.89194444,-72.79944444,120,"Cálido, T>=24°C, <=800meter"
3103,Magdalena,MEDIA LUNA [29060050],10.51002778,-74.50666667,20,"Cálido, T>=24°C, <=800meter"
3462,Magdalena,TREBOL EL [29067010],10.63591667,-74.14633333,60,"Cálido, T>=24°C, <=800meter"
3469,Magdalena,MANIZALES [29067140],10.63333333,-74.15,34,"Cálido, T>=24°C, <=800meter"
875,Boyacá,COCUY EL [24030260],6.40822222,-72.44544444,2749,"Frío, 18°C>T>12°C, <=2800meter"
1001,Santander,JESUS MARIA [24010210],5.87333333,-73.78166667,1920,"Frío, 18°C>T>12°C, <=2800meter"
886,Santander,VALLE DE SAN JOSE [24020080],6.44111111,-73.14277778,1300,"Templado, 24°C>T>18°C, <=1800meter"
2768,Santander,SAN VICENTE [24050060],6.87277778,-73.41083333,721,"Cálido, T>=24°C, <=800meter"
3096,Magdalena,FUNDACION [29067120],10.52325,-74.18280556,55,"Cálido, T>=24°C, <=800meter"
3587,Santander,TONA  - AUT [23190130],7.19611111,-72.97055556,1910,"Frío, 18°C>T>12°C, <=2800meter"
2975,Santander,PLAYON EL [23190140],7.46472222,-73.20138889,500,"Cálido, T>=24°C, <=800meter"
3971,Tolima,PST DE MONTA [21160020],3.78333333,-74.93333333,349,"Cálido, T>=24°C, <=800meter"
1154,Tolima,PURIFICACION [21130010],3.84733333,-74.9365,305,"Cálido, T>=24°C, <=800meter"
2421,Tolima,PASTALES [21210030],4.51105556,-75.30083333,1602,"Templado, 24°C>T>18°C, <=1800meter"
2441,Tolima,EDEN EL [23010020],5.15838889,-75.04891667,1670,"Templado, 24°C>T>18°C, <=1800meter"
427,Norte de Santander,ARBOLEDAS [16020050],7.64444444,-72.79972222,925,"Templado, 24°C>T>18°C, <=1800meter"
3420,Santander,PUERTO WILCHES [23180020],7.34861111,-73.89305556,73,"Cálido, T>=24°C, <=800meter"
3427,Santander,MATANZA [23190120],7.36666667,-73.03333333,1570,"Templado, 24°C>T>18°C, <=1800meter"
530,Norte de Santander,ESCUELA AGROPECUARI [23190150],7.76666667,-73.08333333,215,"Cálido, T>=24°C, <=800meter"
908,Santander,MOGOTES [24020050],6.47,-72.96888889,1673,"Templado, 24°C>T>18°C, <=1800meter"
1803,Cundinamarca,YACOPI [23060090],5.5,-74.36666667,1416,"Templado, 24°C>T>18°C, <=1800meter"
3162,Norte de Santander,CACOTA [37010030],7.27,-72.64361111,2645,"Frío, 18°C>T>12°C, <=2800meter"
1996,Boyacá,MUZO [23120050],5.53480556,-74.10122222,850,"Templado, 24°C>T>18°C, <=1800meter"
3870,Norte de Santander,SAN JAVIER/PUENTE ZULIA - AUT [16027120],7.83388889,-72.65027778,270,"Cálido, T>=24°C, <=800meter"
851,Boyacá,BOAVITA [24030280],6.33333333,-72.6,20,"Cálido, T>=24°C, <=800meter"
3363,Santander,VETAS [23190160],7.31666667,-72.86666667,3100,"Muy Frío, 12°C>T>6°C, <=3700meter"
3072,Atlantico,REPELON [29037060],10.49,-75.12694444,10,"Cálido, T>=24°C, <=800meter"
3361,Norte de Santander,MUTISCUA-LA CALDER [16020090],7.3,-72.75,2650,"Frío, 18°C>T>12°C, <=2800meter"
905,Santander,MACARAVITA [24030290],6.49394444,-72.58136111,1856,"Frío, 18°C>T>12°C, <=2800meter"
3683,Nariño,CHACHAGUI [52040030],1.36666667,-77.28333333,20,"Cálido, T>=24°C, <=800meter"
3637,Nariño,NARINO [52040070],1.28277778,-77.355,2590,"Frío, 18°C>T>12°C, <=2800meter"
1866,Boyacá,COMBITA [24030310],5.62891667,-73.324,2820,"Muy Frío, 12°C>T>6°C, <=3700meter"
1418,Huila,CAMPOALEGRE [21100010],2.68333333,-75.33333333,490,"Cálido, T>=24°C, <=800meter"
