,nombre,latitud,longitud,altitud,ThermalLevelValue
3601,MICHOACAN [47015040],1.19827778,-76.96097222,2100,"Frío, 18°C>T>12°C, <=2800meter"
3118,ESPERANZA LA [23197460],7.07944444,-73.06305556,150,"Cálido, T>=24°C, <=800meter"
1617,PALMA LA [21250530],4.95,-75.08333333,1600,"Templado, 24°C>T>18°C, <=1800meter"
4315,MARRALU - AUT [25027120],8.32,-75.24,27,"Cálido, T>=24°C, <=800meter"
1589,VILLA INES  - AUT [21205940],4.83497222,-74.38397222,2590,"Frío, 18°C>T>12°C, <=2800meter"
1553,LLANO EL [21205990],4.92777778,-73.95,2560,"Frío, 18°C>T>12°C, <=2800meter"
3859,CANAL A [47017701],1.11444444,-76.97694444,265,"Cálido, T>=24°C, <=800meter"
4133,BETE [1105002],5.99472222,-76.78002778,25,"Cálido, T>=24°C, <=800meter"
1544,SAN CAYETANO [21206030],4.91683333,-74.18166667,2650,"Frío, 18°C>T>12°C, <=2800meter"
2007,SANTILLANA [21206020],4.89852778,-74.10483333,2575,"Frío, 18°C>T>12°C, <=2800meter"
3688,PUERTO RICO [46037060],1.91752778,-75.15066667,450,"Cálido, T>=24°C, <=800meter"
652,MAGANGUE [25027920],9.23333333,-74.76666667,16,"Cálido, T>=24°C, <=800meter"
3899,CALAORRA [11050040],5.76666667,-76.85,50,"Cálido, T>=24°C, <=800meter"
3727,CANAL B [47017100],1.11638889,-76.97888889,265,"Cálido, T>=24°C, <=800meter"
1724,PROVIDENCIA GRANJA [21205980],4.79238889,-74.20091667,2560,"Frío, 18°C>T>12°C, <=2800meter"
2770,PENAS BLANCAS [23167010],6.95472222,-73.95083333,80,"Cálido, T>=24°C, <=800meter"
4120,PATIO BONITO [4603705]0,1.95,-75.21666667,450,"Cálido, T>=24°C, <=800meter"
1284,MANAGRU [11030030],5.33416667,-76.72813889,64,"Cálido, T>=24°C, <=800meter"
1089,LORETOKI HACIENDA [21206010],5.08902778,-73.80275,2550,"Frío, 18°C>T>12°C, <=2800meter"
665,MAGANGUE [25027840],9.25,-74.76666667,18,"Cálido, T>=24°C, <=800meter"
4017,TRES EL [12027030],8.06502778,-76.65775,20,"Cálido, T>=24°C, <=800meter"
730,ALTO DEL BUEY [11050060],6.10833333,-76.91563889,100,"Cálido, T>=24°C, <=800meter"
1608,TACHI [21205960],4.93905556,-74.15258333,2650,"Frío, 18°C>T>12°C, <=2800meter"
729,BUEY EL [1105003],6.1025,-76.82136111,25,"Cálido, T>=24°C, <=800meter"
3818,HACIENDA SANTA ANA [21205970],5.0905,-73.88125,2572,"Frío, 18°C>T>12°C, <=2800meter"
1452,TIBACHOQUE HACIENDA [21205950],4.75905556,-74.20516667,2560,"Frío, 18°C>T>12°C, <=2800meter"
4302,HACIENDA SANTA ANA [21205970],5.09,-73.88,2572,"Frío, 18°C>T>12°C, <=2800meter"
1565,PAIMADO [11030040],5.48161111,-76.74086111,35,"Cálido, T>=24°C, <=800meter"
2232,SAN CARLOS GUAROA [35015030],3.71666667,-73.25,230,"Cálido, T>=24°C, <=800meter"
842,ROBLE EL [11070020],6.33222222,-76.22861111,250,"Cálido, T>=24°C, <=800meter"
1954,CAMP YUCAO [35127020],4.34055556,-72.15636111,147,"Cálido, T>=24°C, <=800meter"
523,CAREPA [12017080],7.76336111,-76.65825,62,"Cálido, T>=24°C, <=800meter"
535,PUENTE CARRETERA [12017050],7.82388889,-76.64805556,23,"Cálido, T>=24°C, <=800meter"
923,CLARITA LA [11070030],6.53944444,-76.15861111,2150,"Frío, 18°C>T>12°C, <=2800meter"
3350,NUEVA LA [11127010],7.31666667,-77.16666667,75,"Cálido, T>=24°C, <=800meter"
534,VICTORIA LA [12017030],7.81666667,-76.68333333,20,"Cálido, T>=24°C, <=800meter"
779,FUEMIA [11110030],6.85805556,-76.25222222,905,"Templado, 24°C>T>18°C, <=1800meter"
622,APARTADO [12017060],7.87575,-76.62258333,65,"Cálido, T>=24°C, <=800meter"
394,GUADUAS [11020020],5.76666667,-76.18333333,1500,"Templado, 24°C>T>18°C, <=1800meter"
4297,BARRANQUILLITA  - AUT [12017020],7.57,-76.71,22,"Cálido, T>=24°C, <=800meter"
765,OPOGADO [11090010],6.81252778,-76.97272222,50,"Cálido, T>=24°C, <=800meter"
4080,AHUYAMA LA [29060320],10.75,-74.5,2,"Cálido, T>=24°C, <=800meter"
1753,PICA LA [35117020],4.3,-72.6,183,"Cálido, T>=24°C, <=800meter"
3557,ALAMBRADO EL-ALERT [26120180],4.40930556,-75.87533333,1071,"Templado, 24°C>T>18°C, <=1800meter"
818,PUERTO SUIZA [23097050],6.25,-74.56666667,121,"Cálido, T>=24°C, <=800meter"
476,RUBI EL [29065070],10.85,-74.18333333,20,"Cálido, T>=24°C, <=800meter"
3035,LAJA LA HACIENDA [12037020],8.71666667,-76.48333333,2,"Cálido, T>=24°C, <=800meter"
4396,EL CARMELO [12037030],8.62,-76.39,20,"Cálido, T>=24°C, <=800meter"
1094,PUENTE FORERO [35080100],5.10138889,-73.25141667,1790,"Templado, 24°C>T>18°C, <=1800meter"
511,TRIGANA [12010090],7.74766667,-76.71188889,4,"Cálido, T>=24°C, <=800meter"
3024,CANDELARIA LA [12037010],8.65972222,-76.44583333,5,"Cálido, T>=24°C, <=800meter"
3865,RIOGRANDE [12017040],7.92783333,-76.62111111,22,"Cálido, T>=24°C, <=800meter"
188,SAN PABLO RIO MAGDALENA  - AUT [23207040],7.48033333,-73.91855556,62,"Cálido, T>=24°C, <=800meter"
4290,ARGELIA [23055070],5.73,-75.14,1755,"Templado, 24°C>T>18°C, <=1800meter"
1623,NACIONAL GRANJA LA [26175030],5.71733333,-75.69091667,1153,"Templado, 24°C>T>18°C, <=1800meter"
614,CASCO EL [12010070],7.88444444,-76.64777778,18,"Cálido, T>=24°C, <=800meter"
528,TOSCANA LA [12010050],7.80805556,-76.70305556,15,"Cálido, T>=24°C, <=800meter"
701,EUPOL [12010100],7.94552778,-76.61738889,10,"Cálido, T>=24°C, <=800meter"
1969,FLORENCIA [23055080],5.53333333,-75.05,1575,"Templado, 24°C>T>18°C, <=1800meter"
699,SANTA MARTHA [12010120],7.92383333,-76.64908333,130,"Cálido, T>=24°C, <=800meter"
2580,PRADO MAR [12010110],7.98741667,-76.63852778,5,"Cálido, T>=24°C, <=800meter"
512,SANTA ISABEL [12010080],7.75,-76.66666667,30,"Cálido, T>=24°C, <=800meter"
707,NEGRA LA 1 [12015040],7.95,-76.68333333,2,"Cálido, T>=24°C, <=800meter"
752,COLTEPUNTO RNS 19 [23087260],6.16891667,-75.35741667,280,"Cálido, T>=24°C, <=800meter"
3840,PUEBLO BELLO  - AUT [12027010],8.19999722,-76.52,10,"Cálido, T>=24°C, <=800meter"
533,UNIBAN [12015020],7.82591667,-76.65133333,43,"Cálido, T>=24°C, <=800meter"
86,NARINO - AUT [21237010],4.38777778,-74.838375,277,"Cálido, T>=24°C, <=800meter"
2583,CURRULAO [12027040],7.99441667,-76.63175,51,"Cálido, T>=24°C, <=800meter"
1751,TOMO EL [21140110],3.34536111,-75.09744444,444,"Cálido, T>=24°C, <=800meter"
4095,COLON [47017040],1.18333333,-76.96666667,295,"Cálido, T>=24°C, <=800meter"
1851,VERACRUZ [26135110],4.87,-75.63,17,"Cálido, T>=24°C, <=800meter"
4089,PUENTE CARRETERA [47017030],1.15,-76.9,275,"Cálido, T>=24°C, <=800meter"
4104,PIEDRA LISA [44017010],1.2,-76.63333333,1200,"Templado, 24°C>T>18°C, <=1800meter"
2079,AGUILA EL [22010060],3.38333333,-75.76666667,2120,"Frío, 18°C>T>12°C, <=2800meter"
2459,SAN ANTONIO [47017060],1.13333333,-76.86666667,2105,"Frío, 18°C>T>12°C, <=2800meter"
4092,PUENTE PITALITO [44017030],1.16666667,-76.65,750,"Cálido, T>=24°C, <=800meter"
3625,MINCHOY [44010040],1.20211111,-76.81708333,2300,"Frío, 18°C>T>12°C, <=2800meter"
2261,ALTO MUCENO [35080110],5.00513889,-73.25861111,2250,"Frío, 18°C>T>12°C, <=2800meter"
4476,PARQUE TAYRONA [15015100],11.31,-73.93,30,"Cálido, T>=24°C, <=800meter"
2460,PUENTE MOCOA [44017020],1.13333333,-76.61666667,771,"Cálido, T>=24°C, <=800meter"
3626,CAMPUCANA [44010030],1.2025,-76.68083333,1400,"Templado, 24°C>T>18°C, <=1800meter"
1791,PUERTO GAITAN [35127010],4.31155556,-72.07658333,146,"Cálido, T>=24°C, <=800meter"
667,EJEMPLO EL [15067030],11.11666667,-72.58333333,300,"Cálido, T>=24°C, <=800meter"
2094,SANTA MARIA DE USME [21201240],4.48130556,-74.12627778,2800,"Frío, 18°C>T>12°C, <=2800meter"
2961,FINCA LA ESPERANZA [29030510],9.87,-75.29,60,"Cálido, T>=24°C, <=800meter"
1334,LORENA LA HACIENDA [21180120],4.02916667,-75.10555556,450,"Cálido, T>=24°C, <=800meter"
3344,CALDERA LA [16020110],7.31694444,-72.71833333,2875,"Muy Frío, 12°C>T>6°C, <=3700meter"
2093,CANDELARIA [26115080],4.48091667,-76.07988889,945,"Templado, 24°C>T>18°C, <=1800meter"
3183,SALIDA EMB MATUYA [29037420],9.93333333,-75.3,37,"Cálido, T>=24°C, <=800meter"
2971,AY MARIA MATAMBA [29037730],9.86666667,-75.25,14,"Cálido, T>=24°C, <=800meter"
3184,EMBALSE MATUYA [29037630],9.93333333,-75.28333333,16,"Cálido, T>=24°C, <=800meter"
2832,AY MORENA [29037640],9.85,-75.25,15,"Cálido, T>=24°C, <=800meter"
2817,PALO ALTO [13090110],9.8175,-75.41833333,50,"Cálido, T>=24°C, <=800meter"
2709,ARGENTINA LA HACIENDA [13090100],9.48583333,-75.46861111,20,"Cálido, T>=24°C, <=800meter"
3501,ARRASTRE EL [29037780],10.08333333,-75.4,3,"Cálido, T>=24°C, <=800meter"
2708,SANTA ANGELA HACIENDA [13090090],9.48527778,-75.5125,20,"Cálido, T>=24°C, <=800meter"
3064,GALAN [23157070],7.05,-73.86666667,76,"Cálido, T>=24°C, <=800meter"
3411,LAMINAS DEL CARIBE [29035150],10.01666667,-75.45,20,"Cálido, T>=24°C, <=800meter"
2747,MONOS HACIENDA [27010960],6.89861111,-74.90213889,1100,"Templado, 24°C>T>18°C, <=1800meter"
382,PUENTE CARRETERA [26177070],5.75,-75.63333333,605,"Cálido, T>=24°C, <=800meter"
1256,LA ESTACION [35217020],4.69288889,-71.56169444,134,"Cálido, T>=24°C, <=800meter"
1453,FLORIDA LA [26137140],4.76666667,-75.61666667,1595,"Templado, 24°C>T>18°C, <=1800meter"
1615,CHARANGA LA [35227050],4.93333333,-71.43333333,137,"Cálido, T>=24°C, <=800meter"
2727,CAIMITO [15070190],12.26913889,-71.51277778,100,"Cálido, T>=24°C, <=800meter"
4371,OROCUE BZO DERECHO [35227070],4.78,-71.34999722,126,"Cálido, T>=24°C, <=800meter"
1935,MODULOS [35225010],4.8,-71.33333333,130,"Cálido, T>=24°C, <=800meter"
1149,GUAMAL [35010070],3.87833333,-73.75861111,525,"Cálido, T>=24°C, <=800meter"
4363,HUMAPO [35117010],4.33,-72.39,153,"Cálido, T>=24°C, <=800meter"
3950,SAN MIGUEL [35227010],4.83333333,-71.43333333,132,"Cálido, T>=24°C, <=800meter"
1892,PUENTE CARRETERA [35027160],4.2,-73.71666667,870,"Templado, 24°C>T>18°C, <=1800meter"
655,ESPERANZA LA HACIENDA [15060130],11.142,-72.50847222,87,"Cálido, T>=24°C, <=800meter"
2151,EL TORO [35010060],3.78666667,-73.40055556,230,"Cálido, T>=24°C, <=800meter"
3923,RODADERO EL [26207040],6.0,-75.8,655,"Cálido, T>=24°C, <=800meter"
3922,SANTA CLARA [26177100],5.95,-75.85,520,"Cálido, T>=24°C, <=800meter"
3510,TAMPA [13070290],8.62472222,-75.76722222,20,"Cálido, T>=24°C, <=800meter"
228,SAN PEDRITO - AUT [29047070],10.26822222,-74.90786111,8,"Cálido, T>=24°C, <=800meter"
3529,CASA DE BOMBAS [29030410],10.40833333,-75.12722222,10,"Cálido, T>=24°C, <=800meter"
3481,CORREA 2 [29037390],10.04444444,-75.40472222,3,"Cálido, T>=24°C, <=800meter"
802,CANGREJO EL [26217040],6.20972222,-75.86069444,558,"Cálido, T>=24°C, <=800meter"
1273,ARABIA [26127100],4.71419444,-75.71375,1401,"Templado, 24°C>T>18°C, <=1800meter"
2155,NARE [35010080],3.79388889,-73.14972222,200,"Cálido, T>=24°C, <=800meter"
1270,SUCRE [26127090],4.71083333,-75.75769444,1239,"Templado, 24°C>T>18°C, <=1800meter"
589,PAJONALES HACIENDA [15060160],11.08333333,-72.6,116,"Cálido, T>=24°C, <=800meter"
1432,PUENTE DEL AMOR [35037130],4.08608333,-73.66888889,433,"Cálido, T>=24°C, <=800meter"
673,SAN FRANCISCO [15060140],11.15,-72.53333333,115,"Cálido, T>=24°C, <=800meter"
2366,PINOS LOS [24030870],5.81666667,-73.06666667,2535,"Frío, 18°C>T>12°C, <=2800meter"
3328,FLORESTA LA [23190590],7.09027778,-73.12388889,925,"Templado, 24°C>T>18°C, <=1800meter"
1450,MURUJUY [35037140],4.11666667,-73.28333333,340,"Cálido, T>=24°C, <=800meter"
2625,AMPARO EL [25028030],9.3,-74.68333333,15,"Cálido, T>=24°C, <=800meter"
46,NO TE PASES HACIENDA [25028220],8.8,-74.33333333,21,"Cálido, T>=24°C, <=800meter"
4069,CRUCE OLEODUCTO [29037410],10.06666667,-75.38333333,3,"Cálido, T>=24°C, <=800meter"
4052,PUERTO SANTANDER 1 [29037380],10.0,-75.31666667,3,"Cálido, T>=24°C, <=800meter"
2711,PINTO [25028010],9.41666667,-74.71666667,15,"Cálido, T>=24°C, <=800meter"
4013,PUERTO KENNEDY [25028020],9.35,-74.71666667,15,"Cálido, T>=24°C, <=800meter"
545,ZORRO EL [25028100],9.03333333,-74.61666667,18,"Cálido, T>=24°C, <=800meter"
464,SAN MIGUEL [25028310],9.0,-73.98333333,27,"Cálido, T>=24°C, <=800meter"
3904,PLANTA EL RIO [29047060],10.96666667,-74.76666667,4,"Cálido, T>=24°C, <=800meter"
3912,CAMP INTERCOR [15065050],11.14286111,-72.51466667,122,"Cálido, T>=24°C, <=800meter"
3487,CERRITOS LOS [29037440],10.05,-75.38333333,3,"Cálido, T>=24°C, <=800meter"
3044,SABANAL [13070280],8.78861111,-75.75138889,10,"Cálido, T>=24°C, <=800meter"
1810,HATO EL [21201210],4.86638889,-74.15386111,2575,"Frío, 18°C>T>12°C, <=2800meter"
668,EJEMPLO EL [15060110],11.13333333,-72.6,116,"Cálido, T>=24°C, <=800meter"
3491,SANTA HELENA 2 [29037450],10.06805556,-75.43583333,3,"Cálido, T>=24°C, <=800meter"
3490,CORREA 1 [29037400],10.05697222,-75.40527778,3,"Cálido, T>=24°C, <=800meter"
3483,SANTA HELENA 1 [29037370],10.05861111,-75.40277778,3,"Cálido, T>=24°C, <=800meter"
3453,PTA CARTAGENA [25028170],8.88333333,-74.48333333,21,"Cálido, T>=24°C, <=800meter"
2361,PUENTE IGLESIAS [26207030],5.82994444,-75.7055,655,"Cálido, T>=24°C, <=800meter"
484,RIO FRIO [29067070],10.90541667,-74.15411111,30,"Cálido, T>=24°C, <=800meter"
1440,PERALONSO [35027180],4.1,-73.45,261,"Cálido, T>=24°C, <=800meter"
1434,OJO DE AGUA [35030050],4.09113889,-73.44877778,300,"Cálido, T>=24°C, <=800meter"
1516,VERTEDERO [21217170],4.28333333,-75.05,470,"Cálido, T>=24°C, <=800meter"
2364,AMARILLA LA [24030880],5.8,-73.06666667,2535,"Frío, 18°C>T>12°C, <=2800meter"
2766,PRIMAVERA [24037010],6.9125,-73.00222222,150,"Cálido, T>=24°C, <=800meter"
1121,CALIME [32060060],3.74233333,-73.83469444,800,"Cálido, T>=24°C, <=800meter"
3742,AGUACLARA [53110040],3.67808333,-76.54,1503,"Templado, 24°C>T>18°C, <=1800meter"
2161,ARREBOLES [26075060],3.43333333,-76.43333333,1100,"Templado, 24°C>T>18°C, <=1800meter"
2844,CONQUISTADOR EL [23197430],6.98944444,-73.04111111,10,"Cálido, T>=24°C, <=800meter"
1628,BALSOS LOS [26177090],5.71666667,-75.6,505,"Cálido, T>=24°C, <=800meter"
3041,BUENOS AIRES 1 [13070170],8.77277778,-75.74972222,9,"Cálido, T>=24°C, <=800meter"
1770,TIGRE EL [26127080],4.8,-75.8,1200,"Templado, 24°C>T>18°C, <=1800meter"
2147,GUALAS [35015040],3.75,-73.43333333,250,"Cálido, T>=24°C, <=800meter"
2999,PUEBLO NUEVO [12027050],8.41505556,-76.62938889,25,"Cálido, T>=24°C, <=800meter"
3938,PUERTO TOCARIA [35217050],5.4,-72.18333333,210,"Cálido, T>=24°C, <=800meter"
2224,PUENTE CAMACHO [35017090],3.71061111,-73.70644444,410,"Cálido, T>=24°C, <=800meter"
3447,BERASTEGUI [13070160],8.88333333,-75.7,20,"Cálido, T>=24°C, <=800meter"
841,BOAVITA [24035330],6.32897222,-72.58227778,2150,"Frío, 18°C>T>12°C, <=2800meter"
2137,SAN MARTIN [35010090],3.75027778,-73.70083333,420,"Cálido, T>=24°C, <=800meter"
2370,TRINIDAD LA [24037480],5.84002778,-73.08225,2500,"Frío, 18°C>T>12°C, <=2800meter"
3037,LAMAS 3 [13070260],8.73333333,-75.85,18,"Cálido, T>=24°C, <=800meter"
3093,CAMPANOS LOS [29040290],10.55777778,-74.97177778,100,"Cálido, T>=24°C, <=800meter"
2984,VITOLA HACIENDA [29010140],9.91666667,-74.88333333,20,"Cálido, T>=24°C, <=800meter"
4037,PALMA DE VINO [13070340],8.73333333,-75.8,20,"Cálido, T>=24°C, <=800meter"
3055,CABECERA BARTOLO [29030390],10.48333333,-75.15,10,"Cálido, T>=24°C, <=800meter"
3151,PUENTE CARRETERA [25027890],9.34233333,-73.49088889,120,"Cálido, T>=24°C, <=800meter"
4356,PIÑALITO [32070040],2.98,-73.63,245,"Cálido, T>=24°C, <=800meter"
3107,CANAL 1 [23197440],7.06666667,-73.06666667,925,"Templado, 24°C>T>18°C, <=1800meter"
3574,MARACAY [26130220],4.81216667,-75.84305556,1201,"Templado, 24°C>T>18°C, <=1800meter"
934,MINA LA [24030730],6.55,-72.71666667,1100,"Templado, 24°C>T>18°C, <=1800meter"
3108,CANAL 2 [23197450],7.06666667,-73.06666667,925,"Templado, 24°C>T>18°C, <=1800meter"
905,MOLINOS LOS [24030740],6.48333333,-72.65,1397,"Templado, 24°C>T>18°C, <=1800meter"
3516,RABON EL HACIENDA [29040270],10.38694444,-74.96277778,4,"Cálido, T>=24°C, <=800meter"
2862,CANDELARIA [29040260],10.45511111,-74.88688889,4,"Cálido, T>=24°C, <=800meter"
4344,PIÑALITO [32077070],2.97,-73.68,318,"Cálido, T>=24°C, <=800meter"
3258,SAN PEDRITO ALERTA [29040310],10.27788889,-74.92022222,8,"Cálido, T>=24°C, <=800meter"
3078,PUERTO GIRALDO [29040300],10.50788889,-74.82227778,5,"Cálido, T>=24°C, <=800meter"
3275,CAMPO DE LA CRUZ [29040250],10.37663889,-74.88841667,4,"Cálido, T>=24°C, <=800meter"
2987,PALMARIGUANI  - AUT [28047050],9.93097222,-73.95880556,80,"Cálido, T>=24°C, <=800meter"
1463,PUERTO LLERAS [32077060],3.26666667,-73.38333333,238,"Cálido, T>=24°C, <=800meter"
3089,CABECERA HENEQUEN [29030640],10.51666667,-75.11666667,9,"Cálido, T>=24°C, <=800meter"
860,IGUINA HACIENDA [26205040],6.36666667,-75.86666667,480,"Cálido, T>=24°C, <=800meter"
2046,PALMARITO [35037110],4.23333333,-73.53333333,349,"Cálido, T>=24°C, <=800meter"
2530,PUERTO CAICEDO [47010110],0.68591667,-76.60516667,300,"Cálido, T>=24°C, <=800meter"
4355,PUERTO RICO [32077080],2.94,-73.21,199,"Cálido, T>=24°C, <=800meter"
2544,PUERTO UMBRIA [47010120],0.9,-76.56666667,320,"Cálido, T>=24°C, <=800meter"
1198,GUERRERITO [26170260],5.28105556,-75.66497222,797,"Cálido, T>=24°C, <=800meter"
3076,CABECERA EL POLVAR [29030650],10.5,-75.15,10,"Cálido, T>=24°C, <=800meter"
669,ARENA LA [15060270],11.18913889,-72.72791667,120,"Cálido, T>=24°C, <=800meter"
1799,MUNDO NUEVO [35060300],4.85252778,-73.39194444,1740,"Templado, 24°C>T>18°C, <=1800meter"
2457,FONDO GANADERO [44010050],1.11666667,-76.63333333,540,"Cálido, T>=24°C, <=800meter"
1878,PUENTE CARRETERA [35057040],4.19834444,-73.57019722,390,"Cálido, T>=24°C, <=800meter"
1063,LA HOLANDA [32075040],3.51633333,-73.71602778,360,"Cálido, T>=24°C, <=800meter"
864,CAÑAFISTO [26217050],6.41797222,-75.81925,466,"Cálido, T>=24°C, <=800meter"
520,SITIO NUEVO [23187280],7.784,-73.80191667,58,"Cálido, T>=24°C, <=800meter"
1215,PUERTO ARTURO [32107010],2.56888889,-72.75111111,175,"Cálido, T>=24°C, <=800meter"
1339,POMPEYA [35020060],4.03975,-73.368,260,"Cálido, T>=24°C, <=800meter"
4332,AGUADAS LAS ALERTA [25021540],8.94999722,-74.04999722,30,"Cálido, T>=24°C, <=800meter"
1837,TEJA ROJA [32087030],2.9,-72.9,220,"Cálido, T>=24°C, <=800meter"
2818,BELEN HACIENDA [13090080],9.81944444,-75.41027778,60,"Cálido, T>=24°C, <=800meter"
3591,TORRE TV SAN FCO [47010180],1.14541667,-76.845,30,"Cálido, T>=24°C, <=800meter"
3009,LETICIA [28020590],10.15238889,-73.22172222,140,"Cálido, T>=24°C, <=800meter"
2763,TUMAMANA [15070200],12.3295,-71.75188889,100,"Cálido, T>=24°C, <=800meter"
2959,CABANA LA HACIENDA [28040360],9.861,-74.07672222,100,"Cálido, T>=24°C, <=800meter"
1507,CANAL PATAGUY [24017720],5.45,-73.5,3200,"Muy Frío, 12°C>T>6°C, <=3700meter"
4474,PUENTE BALSEADERO [21040040],2.23,-75.65,688,"Cálido, T>=24°C, <=800meter"
4386,PAEZ PAICOL RADIO [21050150],2.46,-75.76,788,"Cálido, T>=24°C, <=800meter"
4378,PUENTE SALADOBLANC [21020050],1.98,-76.01,1046,"Templado, 24°C>T>18°C, <=1800meter"
2829,RETORNO EL [28020600],9.85472222,-73.35716667,150,"Cálido, T>=24°C, <=800meter"
583,GUAMITO HACIENDA [15067040],11.07102778,-72.66822222,80,"Cálido, T>=24°C, <=800meter"
1988,LA GRUTA  - AUT [24037080],5.56697222,-73.04672222,2500,"Frío, 18°C>T>12°C, <=2800meter"
4076,COROCITO [13070200],8.95,-75.8,20,"Cálido, T>=24°C, <=800meter"
4401,COYONGAL [25021280],8.97,-74.51,20,"Cálido, T>=24°C, <=800meter"
662,ESPERANZA LA [15067060],11.14233333,-72.50819444,135,"Cálido, T>=24°C, <=800meter"
4325,ESPERANZA LA RADIO [25021480],8.03,-74.79,31,"Cálido, T>=24°C, <=800meter"
823,CANTERAS [23080720],6.27616667,-74.67433333,1723,"Templado, 24°C>T>18°C, <=1800meter"
588,PALMAR EL HACIENDA [15060120],11.08333333,-72.66666667,105,"Cálido, T>=24°C, <=800meter"
1989,NORCASIA RADIO [23050250],5.57447222,-74.89169444,737,"Cálido, T>=24°C, <=800meter"
453,CARRILLO [13070180],8.98444444,-75.83177778,20,"Cálido, T>=24°C, <=800meter"
674,HOLANDA LA [15067070],11.16666667,-72.53333333,115,"Cálido, T>=24°C, <=800meter"
562,COTORRA [13070210],9.03333333,-75.78333333,20,"Cálido, T>=24°C, <=800meter"
2494,ARARACUARA [44135010],-0.61636111,-72.38191667,150,"Cálido, T>=24°C, <=800meter"
353,CHORRO EL [23187260],7.98333333,-73.85,60,"Cálido, T>=24°C, <=800meter"
433,EDEN EL [23187190],7.7,-73.83333333,61,"Cálido, T>=24°C, <=800meter"
1547,MODULOS [35220010],4.91047222,-71.43305556,130,"Cálido, T>=24°C, <=800meter"
1631,MARSELLA-ITA [26135120],4.93333333,-75.75,1500,"Templado, 24°C>T>18°C, <=1800meter"
772,PUERTO GAITAN [23137020],6.8,-74.1,94,"Cálido, T>=24°C, <=800meter"
3324,PUENTE LA PAZ [24060060],7.10861111,-73.41944444,180,"Cálido, T>=24°C, <=800meter"
1232,PIEDRAS DE COBRE [22060100],3.90827778,-75.10333333,3594,"Muy Frío, 12°C>T>6°C, <=3700meter"
3598,VIRGINIA LA-ALERTA [26140180],4.8925,-75.88277778,922,"Templado, 24°C>T>18°C, <=1800meter"
2150,EL BARRO [35017040],3.74972222,-73.17977778,193,"Cálido, T>=24°C, <=800meter"
3834,BOTANA [52055040],1.16,-77.27880556,2820,"Muy Frío, 12°C>T>6°C, <=3700meter"
1760,HACIENDA LA CABAÑA [35045020],4.30044444,-73.3575,305,"Cálido, T>=24°C, <=800meter"
276,RANCHO ALEGRE [35017070],3.86363889,-73.54061111,337,"Cálido, T>=24°C, <=800meter"
4318,MARACAYO [13065020],8.41,-75.88,25,"Cálido, T>=24°C, <=800meter"
1505,SALIDA EMBALSE [24017690],5.45,-73.53333333,3300,"Muy Frío, 12°C>T>6°C, <=3700meter"
434,FE LA [23187200],7.7,-73.81666667,77,"Cálido, T>=24°C, <=800meter"
1508,PUENTE EL [24017700],5.45616667,-73.54011111,3200,"Muy Frío, 12°C>T>6°C, <=3700meter"
1504,REBOSADERO [24017680],5.45,-73.53333333,3300,"Muy Frío, 12°C>T>6°C, <=3700meter"
1783,AMARILLO EL [24017670],5.5,-73.53333333,3100,"Muy Frío, 12°C>T>6°C, <=3700meter"
3002,JUNQUILLO [13067060],8.40797222,-75.91208333,21,"Cálido, T>=24°C, <=800meter"
3106,GIRON [23197210],7.06666667,-73.16666667,777,"Cálido, T>=24°C, <=800meter"
3285,TIERRABUENA FINCA [23200070],7.51666667,-74.18333333,529,"Cálido, T>=24°C, <=800meter"
764,TABETA [37010050],6.81027778,-72.55611111,3168,"Muy Frío, 12°C>T>6°C, <=3700meter"
